,Years,Data,size,articles
946,2016-12,2030,2,Watson-powered robot aimed at aiding elderly and caregivers<br>Autonomous shipping as a possible solution to impending labour shortages in the shipping sector
947,2016-12,2050,2,Megacities key to reaching global climate goals<br>Sex and marriage with robots: science fiction or new reality?
948,2016-12,2066,1,"At Boeing's 777X wing factory, robots get big jobs"
949,2017-01,1013,1,Top poker pros face off vs. artificial intelligence
950,2017-01,1826,1,What did Big Data find when it analyzed 150 years of British history?
951,2017-01,1847,1,What did Big Data find when it analyzed 150 years of British history?
952,2017-01,1851,1,Sea sponges offer clues to how human-made structures can resist buckling
953,2017-01,1857,1,What did Big Data find when it analyzed 150 years of British history?
954,2017-01,1866,1,What did Big Data find when it analyzed 150 years of British history?
955,2017-01,1867,1,Sea sponges offer clues to how human-made structures can resist buckling
956,2017-01,1898,1,What did Big Data find when it analyzed 150 years of British history?
957,2017-01,1900,1,What did Big Data find when it analyzed 150 years of British history?
958,2017-01,1902,1,What did Big Data find when it analyzed 150 years of British history?
959,2017-01,1909,1,What did Big Data find when it analyzed 150 years of British history?
960,2017-01,1930,1,What did Big Data find when it analyzed 150 years of British history?
961,2017-01,1978,1,Physicists 'squeeze' light to cool microscopic drum below quantum limit
962,2017-01,1985,1,Climate models may underestimate future warming on tropical mountains
963,2017-01,1986,1,New 'needle-pulse' beam pattern packs a punch
964,2017-01,1988,1,UK experts warn of Trump climate science clampdown
965,2017-01,1997,2,Top poker pros face off vs. artificial intelligence<br>Firms push hydrogen as top green energy source
966,2017-01,2004,2,"Physicists patent detonation technique to mass-produce graphene<br>Water-based, biocompatible 2-D inks for printed electronics"
967,2017-01,2007,1,A commuter's dream: Entrepreneurs race to develop flying car
968,2017-01,2009,1,Top poker pros face off vs. artificial intelligence
969,2017-01,2010,1,"China to develop prototype super, super computer in 2017"
970,2017-01,2011,2,"Brief interventions help online learners persist with coursework, research finds<br>Beyond video games: New artificial intelligence beats tactical experts in combat simulation"
971,2017-01,2012,4,"Chance meeting leads to creation of antibiotic spider silk<br>Brief interventions help online learners persist with coursework, research finds<br>Physicists unveil new form of matter—time crystals<br>Beyond video games: New artificial intelligence beats tactical experts in combat simulation"
972,2017-01,2013,1,Beyond video games: New artificial intelligence beats tactical experts in combat simulation
973,2017-01,2014,2,Satellite constellations could be poised to challenge the broadband industry<br>Scientists create first stable semisynthetic organism
974,2017-01,2015,5,"Top poker pros face off vs. artificial intelligence<br>Satellite constellations could be poised to challenge the broadband industry<br>Brief interventions help online learners persist with coursework, research finds<br>Startup makes residential solar panels twice as efficient<br>Beyond video games: New artificial intelligence beats tactical experts in combat simulation"
975,2017-01,2016,22,"Off-switch for CRISPR-Cas9 gene editing system discovered<br>Scientists learn how to ramp up microbes' ability to make memories<br>Porous, 3-D forms of graphene developed at MIT can be 10 times as strong as steel but much lighter<br>Robots show their 'personality' at big tech show<br>Chinese humanoid robot turns on the charm in Shanghai<br>Top poker pros face off vs. artificial intelligence<br>China turns to robots as workers age<br>Satellite constellations could be poised to challenge the broadband industry<br>UK experts warn of Trump climate science clampdown<br>Teaching computers to recognize sick guts—machine learning and the microbiome<br>China to develop prototype super, super computer in 2017<br>Firms push hydrogen as top green energy source<br>Society set for head-on collision with driverless cars<br>NASA develops AI for future exploration of extraterrestrial subsurface oceans<br>Startup makes residential solar panels twice as efficient<br>3-D printing custom support structures for tissue implants<br>Brits, Czechs claim world's most powerful 'super laser'<br>New 'needle-pulse' beam pattern packs a punch<br>Intentionally or not, big brands help fund fake news<br>A commuter's dream: Entrepreneurs race to develop flying car<br>Physicists unveil new form of matter—time crystals<br>Beyond video games: New artificial intelligence beats tactical experts in combat simulation"
976,2017-01,2017,34,"Finding trust and understanding in autonomous technologies<br>Discovery of new crystal structure holds promise for optoelectronic devices<br>Lenovo launches 'home assistant' with Amazon Alexa<br>Giant atoms could help unveil 'dark matter' and other cosmic secrets<br>Porous, 3-D forms of graphene developed at MIT can be 10 times as strong as steel but much lighter<br>Robots show their 'personality' at big tech show<br>For 'intelligent' robot, chess is just a hobby<br>Chinese humanoid robot turns on the charm in Shanghai<br>Sea sponges offer clues to how human-made structures can resist buckling<br>Top poker pros face off vs. artificial intelligence<br>Recreating conditions inside stars with compact lasers<br>Physicists 'squeeze' light to cool microscopic drum below quantum limit<br>China turns to robots as workers age<br>Satellite constellations could be poised to challenge the broadband industry<br>Seeing the quantum future... literally<br>UK experts warn of Trump climate science clampdown<br>Firms push hydrogen as top green energy source<br>Brief interventions help online learners persist with coursework, research finds<br>Chemists cook up new nanomaterial and imaging method<br>New genetic engineering technique could help design, study biological systems<br>Society set for head-on collision with driverless cars<br>NASA develops AI for future exploration of extraterrestrial subsurface oceans<br>Sci-fi holograms a step closer with tiny invention<br>3-D printing custom support structures for tissue implants<br>Scientists create first stable semisynthetic organism<br>Brits, Czechs claim world's most powerful 'super laser'<br>Scholars show new method of harvesting crowd wisdom<br>New 'needle-pulse' beam pattern packs a punch<br>Metallic hydrogen, once theory, becomes reality<br>New wave of robots set to deliver the goods<br>A commuter's dream: Entrepreneurs race to develop flying car<br>Researchers on fast track to combat antibiotic resistance<br>A better way to farm algae<br>Physicists unveil new form of matter—time crystals"
977,2017-01,2018,1,Satellite constellations could be poised to challenge the broadband industry
978,2017-01,2019,3,China turns to robots as workers age<br>Satellite constellations could be poised to challenge the broadband industry<br>A commuter's dream: Entrepreneurs race to develop flying car
979,2017-01,2020,3,"China to develop prototype super, super computer in 2017<br>Society set for head-on collision with driverless cars<br>A commuter's dream: Entrepreneurs race to develop flying car"
980,2017-01,2022,1,Satellite constellations could be poised to challenge the broadband industry
981,2017-01,2030,2,China turns to robots as workers age<br>UMD researchers share optimistic vision for Paris Climate Agreement
982,2017-01,2060,1,UMD researchers share optimistic vision for Paris Climate Agreement
983,2017-01,2100,1,UMD researchers share optimistic vision for Paris Climate Agreement
984,2017-02,1035,1,Researchers use artificial neural network to simulate a quantum many-body system
985,2017-02,1905,1,"What is the Alcubierre ""warp"" drive?"
986,2017-02,1987,1,Particles from outer space are wreaking low-grade havoc on personal electronics
987,2017-02,1994,1,"What is the Alcubierre ""warp"" drive?"
988,2017-02,1996,1,"What is the Alcubierre ""warp"" drive?"
989,2017-02,1997,1,How NASA's Cassini Saturn mission found a new target in the search for habitable worlds beyond Earth
990,2017-02,2001,1,Particles from outer space are wreaking low-grade havoc on personal electronics
991,2017-02,2002,1,"What is the Alcubierre ""warp"" drive?"
